"_id","_time","code","value"
"12166","Tue Sep 02 17:07:38 KST 2014","44","1176"
"12165","Tue Sep 02 17:07:38 KST 2014","26","1783"
"12164","Tue Sep 02 17:07:38 KST 2014","41","6177"
"12163","Tue Sep 02 17:07:38 KST 2014","42","500"
"12162","Tue Sep 02 17:07:38 KST 2014","43","8876"
"12161","Tue Sep 02 17:07:38 KST 2014","42","3673"
"12160","Tue Sep 02 17:07:38 KST 2014","28","2127"
"12159","Tue Sep 02 17:07:38 KST 2014","46","2723"
"12158","Tue Sep 02 17:07:38 KST 2014","11","5274"
"12157","Tue Sep 02 17:07:38 KST 2014","45","8609"
"12156","Tue Sep 02 17:07:38 KST 2014","43","1327"
"12155","Tue Sep 02 17:07:38 KST 2014","46","1737"
"12154","Tue Sep 02 17:07:38 KST 2014","29","8917"
"12153","Tue Sep 02 17:07:38 KST 2014","30","3826"
"12152","Tue Sep 02 17:07:38 KST 2014","26","5456"
"12151","Tue Sep 02 17:07:38 KST 2014","30","2460"
"12150","Tue Sep 02 17:07:38 KST 2014","41","5546"
"12149","Tue Sep 02 17:07:38 KST 2014","48","8439"
"12148","Tue Sep 02 17:07:38 KST 2014","46","8555"
"12147","Tue Sep 02 17:07:38 KST 2014","27","7060"
"12146","Tue Sep 02 17:07:38 KST 2014","50","5502"
"12145","Tue Sep 02 17:07:38 KST 2014","44","9858"
"12144","Tue Sep 02 17:07:38 KST 2014","43","5678"
"12143","Tue Sep 02 17:07:38 KST 2014","50","5194"
"12142","Tue Sep 02 17:07:38 KST 2014","41","2091"
"12141","Tue Sep 02 17:07:38 KST 2014","47","2872"
"12140","Tue Sep 02 17:07:38 KST 2014","31","7723"
"12139","Tue Sep 02 17:07:38 KST 2014","41","3529"
"12138","Tue Sep 02 17:07:38 KST 2014","47","4735"
"12137","Tue Sep 02 17:07:38 KST 2014","44","545"
"12136","Tue Sep 02 17:07:38 KST 2014","41","4860"
"12135","Tue Sep 02 17:07:38 KST 2014","45","8981"
"12134","Tue Sep 02 17:07:38 KST 2014","27","8985"
"12133","Tue Sep 02 17:07:38 KST 2014","30","1750"
"12132","Tue Sep 02 17:07:38 KST 2014","45","6067"
"12131","Tue Sep 02 17:07:38 KST 2014","44","2769"
"12130","Tue Sep 02 17:07:38 KST 2014","30","730"
"12129","Tue Sep 02 17:07:38 KST 2014","47","1019"
"12128","Tue Sep 02 17:07:38 KST 2014","45","1368"
"12127","Tue Sep 02 17:07:38 KST 2014","42","4262"
"12126","Tue Sep 02 17:07:38 KST 2014","46","7724"
"12125","Tue Sep 02 17:07:38 KST 2014","30","8644"
"12124","Tue Sep 02 17:07:38 KST 2014","31","4955"
"12123","Tue Sep 02 17:07:38 KST 2014","50","1445"
"12122","Tue Sep 02 17:07:38 KST 2014","46","7770"
"12121","Tue Sep 02 17:07:38 KST 2014","30","5836"
"12120","Tue Sep 02 17:07:38 KST 2014","28","1739"
"12119","Tue Sep 02 17:07:38 KST 2014","41","4215"
"12118","Tue Sep 02 17:07:38 KST 2014","47","3652"
"12117","Tue Sep 02 17:07:38 KST 2014","44","4520"
"12116","Tue Sep 02 17:07:38 KST 2014","26","2635"
"12115","Tue Sep 02 17:07:38 KST 2014","11","9171"
"12114","Tue Sep 02 17:07:38 KST 2014","50","4997"
"12113","Tue Sep 02 17:07:38 KST 2014","48","7970"
"12112","Tue Sep 02 17:07:38 KST 2014","48","1976"
"12111","Tue Sep 02 17:07:38 KST 2014","44","1445"
"12110","Tue Sep 02 17:07:38 KST 2014","46","4891"
"12109","Tue Sep 02 17:07:38 KST 2014","41","536"
"12108","Tue Sep 02 17:07:38 KST 2014","27","2240"
"12107","Tue Sep 02 17:07:38 KST 2014","47","8615"
"12106","Tue Sep 02 17:07:38 KST 2014","29","5147"
"12105","Tue Sep 02 17:07:38 KST 2014","46","7485"
"12104","Tue Sep 02 17:07:38 KST 2014","48","9065"
"12103","Tue Sep 02 17:07:38 KST 2014","29","3376"
"12102","Tue Sep 02 17:07:38 KST 2014","44","6935"
"12101","Tue Sep 02 17:07:38 KST 2014","29","3391"
"12100","Tue Sep 02 17:07:38 KST 2014","41","3604"
"12099","Tue Sep 02 17:07:38 KST 2014","45","4962"
"12098","Tue Sep 02 17:07:38 KST 2014","31","5541"
"12097","Tue Sep 02 17:07:38 KST 2014","50","9968"
"12096","Tue Sep 02 17:07:38 KST 2014","29","3830"
"12095","Tue Sep 02 17:07:38 KST 2014","42","8744"
"12094","Tue Sep 02 17:07:38 KST 2014","26","4422"
"12093","Tue Sep 02 17:07:38 KST 2014","28","2441"
"12092","Tue Sep 02 17:07:38 KST 2014","29","8619"
"12091","Tue Sep 02 17:07:38 KST 2014","31","6390"
"12090","Tue Sep 02 17:07:38 KST 2014","44","8887"
"12089","Tue Sep 02 17:07:38 KST 2014","42","9711"
"12088","Tue Sep 02 17:07:38 KST 2014","44","6431"
"12087","Tue Sep 02 17:07:38 KST 2014","11","4817"
"12086","Tue Sep 02 17:07:38 KST 2014","27","3120"
"12085","Tue Sep 02 17:07:38 KST 2014","48","3297"
"12084","Tue Sep 02 17:07:38 KST 2014","27","2033"
"12083","Tue Sep 02 17:07:38 KST 2014","43","934"
"12082","Tue Sep 02 17:07:38 KST 2014","42","6656"
"12081","Tue Sep 02 17:07:38 KST 2014","26","2801"
"12080","Tue Sep 02 17:07:38 KST 2014","47","285"
"12079","Tue Sep 02 17:07:38 KST 2014","27","2527"
"12078","Tue Sep 02 17:07:38 KST 2014","44","6617"
"12077","Tue Sep 02 17:07:38 KST 2014","42","776"
"12076","Tue Sep 02 17:07:38 KST 2014","26","1821"
"12075","Tue Sep 02 17:07:38 KST 2014","47","2984"
"12074","Tue Sep 02 17:07:38 KST 2014","26","3909"
"12073","Tue Sep 02 17:07:38 KST 2014","41","6415"
"12072","Tue Sep 02 17:07:38 KST 2014","28","1941"
"12071","Tue Sep 02 17:07:38 KST 2014","47","809"
"12070","Tue Sep 02 17:07:38 KST 2014","11","3308"
"12069","Tue Sep 02 17:07:38 KST 2014","31","3488"
"12068","Tue Sep 02 17:07:38 KST 2014","43","8738"
"12067","Tue Sep 02 17:07:38 KST 2014","41","117"
"12066","Tue Sep 02 17:07:38 KST 2014","31","1178"
"12065","Tue Sep 02 17:07:38 KST 2014","30","1922"
"12064","Tue Sep 02 17:07:38 KST 2014","48","7205"
"12063","Tue Sep 02 17:07:38 KST 2014","26","3288"
"12062","Tue Sep 02 17:07:38 KST 2014","41","2130"
"12061","Tue Sep 02 17:07:38 KST 2014","50","1371"
"12060","Tue Sep 02 17:07:38 KST 2014","26","4249"
"12059","Tue Sep 02 17:07:38 KST 2014","48","694"
"12058","Tue Sep 02 17:07:38 KST 2014","30","1961"
"12057","Tue Sep 02 17:07:38 KST 2014","31","1687"
"12056","Tue Sep 02 17:07:38 KST 2014","11","5398"
"12055","Tue Sep 02 17:07:38 KST 2014","43","2791"
"12054","Tue Sep 02 17:07:38 KST 2014","47","7786"
"12053","Tue Sep 02 17:07:38 KST 2014","46","495"
"12052","Tue Sep 02 17:07:38 KST 2014","26","2969"
"12051","Tue Sep 02 17:07:38 KST 2014","43","3767"
"12050","Tue Sep 02 17:07:38 KST 2014","26","9433"
"12049","Tue Sep 02 17:07:38 KST 2014","45","8189"
"12048","Tue Sep 02 17:07:38 KST 2014","47","4969"
"12047","Tue Sep 02 17:07:38 KST 2014","45","6387"
"12046","Tue Sep 02 17:07:38 KST 2014","31","7871"
"12045","Tue Sep 02 17:07:38 KST 2014","47","3731"
"12044","Tue Sep 02 17:07:38 KST 2014","28","1599"
"12043","Tue Sep 02 17:07:38 KST 2014","43","1431"
"12042","Tue Sep 02 17:07:38 KST 2014","29","2554"
"12041","Tue Sep 02 17:07:38 KST 2014","30","3604"
"12040","Tue Sep 02 17:07:38 KST 2014","50","5499"
"12039","Tue Sep 02 17:07:38 KST 2014","28","4475"
"12038","Tue Sep 02 17:07:38 KST 2014","41","5254"
"12037","Tue Sep 02 17:07:38 KST 2014","28","4914"
"12036","Tue Sep 02 17:07:38 KST 2014","27","4999"
"12035","Tue Sep 02 17:07:38 KST 2014","11","1605"
"12034","Tue Sep 02 17:07:38 KST 2014","44","3284"
"12033","Tue Sep 02 17:07:38 KST 2014","48","14"
"12032","Tue Sep 02 17:07:38 KST 2014","50","3330"
"12031","Tue Sep 02 17:07:38 KST 2014","11","2352"
"12030","Tue Sep 02 17:07:38 KST 2014","11","7357"
"12029","Tue Sep 02 17:07:38 KST 2014","41","3046"
"12028","Tue Sep 02 17:07:38 KST 2014","31","3906"
"12027","Tue Sep 02 17:07:38 KST 2014","46","5523"
"12026","Tue Sep 02 17:07:38 KST 2014","50","6491"
"12025","Tue Sep 02 17:07:38 KST 2014","47","1313"
"12024","Tue Sep 02 17:07:38 KST 2014","11","909"
"12023","Tue Sep 02 17:07:38 KST 2014","28","4965"
"12022","Tue Sep 02 17:07:38 KST 2014","41","9278"
"12021","Tue Sep 02 17:07:38 KST 2014","26","4845"
"12020","Tue Sep 02 17:07:38 KST 2014","28","7182"
"12019","Tue Sep 02 17:07:38 KST 2014","30","6325"
"12018","Tue Sep 02 17:07:38 KST 2014","44","4398"
"12017","Tue Sep 02 17:07:38 KST 2014","29","9521"
"12016","Tue Sep 02 17:07:38 KST 2014","44","5336"
"12015","Tue Sep 02 17:07:38 KST 2014","44","5439"
"12014","Tue Sep 02 17:07:38 KST 2014","26","1642"
"12013","Tue Sep 02 17:07:38 KST 2014","41","1974"
"12012","Tue Sep 02 17:07:38 KST 2014","31","5522"
"12011","Tue Sep 02 17:07:38 KST 2014","30","752"
"12010","Tue Sep 02 17:07:38 KST 2014","42","9364"
"12009","Tue Sep 02 17:07:38 KST 2014","27","1368"
"12008","Tue Sep 02 17:07:38 KST 2014","44","2455"
"12007","Tue Sep 02 17:07:38 KST 2014","26","3332"
"12006","Tue Sep 02 17:07:38 KST 2014","50","1839"
"12005","Tue Sep 02 17:07:38 KST 2014","28","6339"
"12004","Tue Sep 02 17:07:38 KST 2014","30","8607"
"12003","Tue Sep 02 17:07:38 KST 2014","48","9534"
"12002","Tue Sep 02 17:07:38 KST 2014","31","559"
"12001","Tue Sep 02 17:07:38 KST 2014","29","7521"
"12000","Tue Sep 02 17:07:38 KST 2014","28","2007"
"11999","Tue Sep 02 17:07:38 KST 2014","28","46"
"11998","Tue Sep 02 17:07:38 KST 2014","44","8803"
"11997","Tue Sep 02 17:07:38 KST 2014","41","8855"
"11996","Tue Sep 02 17:07:38 KST 2014","28","5393"
"11995","Tue Sep 02 17:07:38 KST 2014","45","2744"
"11994","Tue Sep 02 17:07:38 KST 2014","44","7962"
"11993","Tue Sep 02 17:07:38 KST 2014","44","9623"
"11992","Tue Sep 02 17:07:38 KST 2014","45","7169"
"11991","Tue Sep 02 17:07:38 KST 2014","43","647"
"11990","Tue Sep 02 17:07:38 KST 2014","44","6295"
"11989","Tue Sep 02 17:07:38 KST 2014","43","2808"
"11988","Tue Sep 02 17:07:38 KST 2014","11","6317"
"11987","Tue Sep 02 17:07:38 KST 2014","28","5673"
"11986","Tue Sep 02 17:07:38 KST 2014","44","6475"
"11985","Tue Sep 02 17:07:38 KST 2014","44","2841"
"11984","Tue Sep 02 17:07:38 KST 2014","44","2375"
"11983","Tue Sep 02 17:07:38 KST 2014","29","8205"
"11982","Tue Sep 02 17:07:38 KST 2014","50","4150"
"11981","Tue Sep 02 17:07:38 KST 2014","30","2573"
"11980","Tue Sep 02 17:07:38 KST 2014","47","689"
"11979","Tue Sep 02 17:07:38 KST 2014","50","7632"
"11978","Tue Sep 02 17:07:38 KST 2014","47","4194"
"11977","Tue Sep 02 17:07:38 KST 2014","27","5624"
"11976","Tue Sep 02 17:07:38 KST 2014","26","7861"
"11975","Tue Sep 02 17:07:38 KST 2014","45","3422"
"11974","Tue Sep 02 17:07:38 KST 2014","27","6740"
"11973","Tue Sep 02 17:07:38 KST 2014","26","7455"
"11972","Tue Sep 02 17:07:38 KST 2014","28","7208"
"11971","Tue Sep 02 17:07:38 KST 2014","42","7485"
"11970","Tue Sep 02 17:07:38 KST 2014","46","2040"
"11969","Tue Sep 02 17:07:38 KST 2014","46","309"
"11968","Tue Sep 02 17:07:38 KST 2014","11","2306"
"11967","Tue Sep 02 17:07:38 KST 2014","41","9436"
"11966","Tue Sep 02 17:07:38 KST 2014","26","272"
"11965","Tue Sep 02 17:07:38 KST 2014","31","7930"
"11964","Tue Sep 02 17:07:38 KST 2014","11","2371"
"11963","Tue Sep 02 17:07:38 KST 2014","50","9697"
"11962","Tue Sep 02 17:07:38 KST 2014","30","1313"
"11961","Tue Sep 02 17:07:38 KST 2014","45","2246"
"11960","Tue Sep 02 17:07:38 KST 2014","46","3469"
"11959","Tue Sep 02 17:07:38 KST 2014","30","1000"
"11958","Tue Sep 02 17:07:38 KST 2014","28","1667"
"11957","Tue Sep 02 17:07:38 KST 2014","47","9676"
"11956","Tue Sep 02 17:07:38 KST 2014","45","8930"
"11955","Tue Sep 02 17:07:38 KST 2014","41","7649"
"11954","Tue Sep 02 17:07:38 KST 2014","50","8091"
"11953","Tue Sep 02 17:07:38 KST 2014","41","9777"
"11952","Tue Sep 02 17:07:38 KST 2014","30","5697"
"11951","Tue Sep 02 17:07:38 KST 2014","48","1786"
"11950","Tue Sep 02 17:07:38 KST 2014","47","8079"
"11949","Tue Sep 02 17:07:38 KST 2014","50","7379"
"11948","Tue Sep 02 17:07:38 KST 2014","11","6777"
"11947","Tue Sep 02 17:07:38 KST 2014","46","3074"
"11946","Tue Sep 02 17:07:38 KST 2014","11","5197"
"11945","Tue Sep 02 17:07:38 KST 2014","44","1918"
"11944","Tue Sep 02 17:07:38 KST 2014","45","7441"
"11943","Tue Sep 02 17:07:38 KST 2014","45","3494"
"11942","Tue Sep 02 17:07:38 KST 2014","47","6977"
"11941","Tue Sep 02 17:07:38 KST 2014","47","6849"
"11940","Tue Sep 02 17:07:38 KST 2014","48","5036"
"11939","Tue Sep 02 17:07:38 KST 2014","28","7501"
"11938","Tue Sep 02 17:07:38 KST 2014","27","778"
"11937","Tue Sep 02 17:07:38 KST 2014","27","7976"
"11936","Tue Sep 02 17:07:38 KST 2014","11","3405"
"11935","Tue Sep 02 17:07:38 KST 2014","31","5286"
"11934","Tue Sep 02 17:07:38 KST 2014","30","592"
"11933","Tue Sep 02 17:07:38 KST 2014","26","7354"
"11932","Tue Sep 02 17:07:38 KST 2014","11","6068"
